,GD
2026-04-16,334.9200134277344
2026-04-17,336.2900085449219
2026-04-20,332.1400146484375
2026-04-21,325.5199890136719
2026-04-22,320.739990234375
2026-04-23,318.7099914550781
2026-04-24,313.2099914550781
2026-04-27,312.5299987792969
2026-04-28,313.67999267578125
2026-04-29,338.7300109863281
2026-04-30,344.29998779296875
2026-05-01,345.8399963378906
2026-05-04,349.0799865722656
2026-05-05,349.1600036621094
2026-05-06,347.2699890136719
2026-05-07,347.760009765625
2026-05-08,346.5299987792969
2026-05-11,344.0299987792969
2026-05-12,346.4599914550781
2026-05-13,341.3599853515625
2026-05-14,340.6199951171875
2026-05-15,334.5
2026-05-18,343.1099853515625
2026-05-19,340.1400146484375
2026-05-20,339.75
2026-05-21,338.7099914550781
2026-05-22,342.8900146484375
2026-05-26,344.6400146484375
2026-05-27,342.69000244140625
2026-05-28,348.9599914550781
2026-05-29,346.82000732421875
2026-06-01,339.20001220703125
2026-06-02,337.6099853515625
2026-06-03,337.0400085449219
2026-06-04,341.5
2026-06-05,346.44000244140625
2026-06-08,340.8599853515625
2026-06-09,345.67999267578125
2026-06-10,341.07000732421875
2026-06-11,358.8599853515625
2026-06-12,360.2200012207031
